TransactionID,CustomerID,TransactionDate,TransactionHour,TransactionAmount (INR),CustAccountBalance,tx_zscore,daily_velocity,is_night,if_anomaly,rf_fraud_prob,combined_risk,risk_tier
T851899,C8442182,2016-09-09,0,486.3,0.34,-0.7071067811865475,1,1,1,0.9998474419710953,0.8999084651826572,Critical
T83827,C2142023,2016-08-01,0,120.0,29.87,0.0,1,1,1,0.9998472618997593,0.8999083571398556,Critical
T316691,C5842069,2016-08-15,0,120.0,29.87,0.0,1,1,1,0.9998472618997593,0.8999083571398556,Critical
T1035121,C8134865,2016-09-13,0,100.0,2.99,0.0,1,1,1,0.9998468976094337,0.8999081385656602,Critical
T554769,C8214048,2016-08-22,0,50.0,61.65,-0.7071067811865475,1,1,1,0.9998468797301725,0.8999081278381034,Critical
T857217,C5842926,2016-09-08,1,300.0,27.97,0.0,1,1,1,0.9998468649561162,0.8999081189736697,Critical
T970927,C6636528,2016-09-10,0,3750.0,7.99,0.0,1,1,1,0.9998464432740476,0.8999078659644286,Critical
T43529,C4786283,2016-08-03,0,711.0,0.45,0.0,1,1,1,0.9998463092288165,0.8999077855372899,Critical
T709516,C6341537,2016-09-03,1,1635.0,100.36,0.0,1,1,1,0.9998462740025413,0.8999077644015248,Critical
T612486,C8441546,2016-08-26,2,3071.0,487.83,0.0,1,1,1,0.9998462488650948,0.8999077493190568,Critical
T610311,C6821550,2016-08-25,1,1980.0,21.42,0.0,1,1,1,0.9998459953888043,0.8999075972332826,Critical
T711406,C1432071,2016-09-03,1,195.0,20.48,0.0,1,1,1,0.9998459851617337,0.8999075910970402,Critical
T841234,C6827283,2016-09-04,0,194.0,5.52,0.0,1,1,1,0.9998459394201458,0.8999075636520875,Critical
T585910,C3520231,2016-08-26,0,3783.0,751.84,0.0,1,1,1,0.999845897828359,0.8999075386970155,Critical
T725368,C7838332,2016-09-02,0,400.0,62.59,0.0,1,1,1,0.9998458302267094,0.8999074981360256,Critical
T169453,C5840014,2016-08-09,1,100.0,35.01,-0.6672469841750266,1,1,1,0.9998458178095778,0.8999074906857467,Critical
T296554,C5850679,2016-08-10,2,30.0,0.34,0.0,1,1,1,0.9998458108431673,0.8999074865059002,Critical
T724629,C4423728,2016-09-02,1,1068.0,169.31,0.0,1,1,1,0.9998455430942617,0.8999073258565569,Critical
T537110,C8821011,2016-08-22,0,1265.0,59.51,0.0,1,1,1,0.9998454426262218,0.899907265575733,Critical
T541047,C6221076,2016-08-22,0,1265.0,59.51,0.0,1,1,1,0.9998454426262218,0.899907265575733,Critical
T554994,C8121086,2016-08-22,0,1265.0,59.51,0.0,1,1,1,0.9998454426262218,0.899907265575733,Critical
T110607,C5933223,2016-08-06,2,200.0,21.64,0.0,1,1,1,0.9998454252333049,0.8999072551399829,Critical
T478988,C1315215,2016-08-20,3,842.0,87.06,0.0,1,1,1,0.9998448438381385,0.8999069063028831,Critical
T976979,C8828387,2016-09-15,2,750.0,121.92,0.0,1,1,1,0.9998446696032834,0.89990680176197,Critical
T453192,C5639012,2016-08-21,1,490.0,712.78,0.7071067811865476,1,1,1,0.9998446047244274,0.8999067628346564,Critical
T710349,C8612833,2016-09-03,1,606.9,221.26,0.0,1,1,1,0.9998444897222935,0.899906693833376,Critical
T710789,C1412857,2016-09-03,1,606.9,221.26,0.0,1,1,1,0.9998444897222935,0.899906693833376,Critical
T711010,C6931184,2016-09-03,1,225.99,9.67,0.0,1,1,1,0.99984439677236,0.899906638063416,Critical
T347796,C7133334,2016-08-14,1,200.0,211.54,-0.7071067811865476,1,1,1,0.9998443161808866,0.8999065897085319,Critical
T220135,C8433390,2016-08-07,1,627.92,96.19,0.0,1,1,1,0.9998442591167029,0.8999065554700216,Critical
T317344,C2916662,2016-08-15,0,434.88,67.96,-0.481885253643855,1,1,1,0.9998441804260019,0.899906508255601,Critical
T837463,C4039617,2016-09-04,2,50000.0,461.43,0.0,1,1,1,0.9998441359143729,0.8999064815486237,Critical
T250641,C4829818,2016-08-12,0,21.0,6.98,0.0,1,1,1,0.9998440533114257,0.8999064319868553,Critical
T62451,C1527491,2016-08-02,0,10.0,1.6,0.0,1,1,1,0.9998437148090865,0.8999062288854518,Critical
T708171,C4542061,2016-09-03,1,204.0,107.67,0.0,1,1,1,0.9998434214016468,0.8999060528409881,Critical
T80766,C4662214,2016-08-01,1,1000.0,140.63,0.0,1,1,1,0.9998433652478076,0.8999060191486845,Critical
T789605,C7718035,2016-09-05,0,144.0,14.61,0.0,1,1,1,0.9998432747373893,0.8999059648424335,Critical
T1043772,C9061363,2016-09-18,4,500.0,25.81,0.0,1,1,1,0.9998430756718499,0.8999058454031099,Critical
T767544,C8998862,2016-09-01,3,500.0,7.18,0.0,1,1,1,0.9998429791100469,0.8999057874660281,Critical
T107679,C7852349,2016-08-06,0,30.0,39.58,0.0,1,1,1,0.9998429157185924,0.8999057494311553,Critical
T516559,C2913175,2016-08-24,0,6612.0,1059.34,0.7071067811865475,1,1,1,0.999842851302673,0.8999057107816038,Critical
T495524,C6238028,2016-08-19,3,30.0,23.53,-0.7071067811865475,1,1,1,0.9998427290577234,0.8999056374346339,Critical
T347694,C5541461,2016-08-14,1,151.0,107.78,-0.7071067811865476,1,1,1,0.9998426485723158,0.8999055891433894,Critical
T475726,C6241970,2016-08-20,0,400.0,6.87,-0.7071067811865476,1,1,1,0.999842530669402,0.8999055184016411,Critical
T927200,C7529685,2016-09-11,0,208.0,102.2,0.0,1,1,1,0.999842345649266,0.8999054073895596,Critical
T841252,C8495120,2016-09-04,0,198.0,228.06,0.0,1,1,1,0.999842275398611,0.8999053652391666,Critical
T539131,C1042646,2016-08-22,0,30.0,3.32,-0.7071067811865475,1,1,1,0.9998421912901585,0.899905314774095,Critical
T903207,C9027038,2016-09-07,2,986.0,31.76,0.0,1,1,1,0.9998418317102321,0.8999050990261392,Critical
T459543,C4034866,2016-08-21,0,200.0,2.99,0.0,1,1,1,0.9998417582640682,0.8999050549584409,Critical
T80102,C2964386,2016-08-01,2,13.0,8.23,0.0,1,1,1,0.9998417336590004,0.8999050401954003,Critical
T669975,C7545943,2016-08-31,0,108.0,6.21,0.0,1,1,1,0.9998416650415698,0.8999049990249419,Critical
T436488,C6211084,2016-08-16,0,50.0,88.72,-0.7071067811865475,1,1,1,0.9998414609468608,0.8999048765681164,Critical
T708193,C7613160,2016-09-03,0,190.0,196.73,0.0,1,1,1,0.9998413486675105,0.8999048092005062,Critical
T517061,C4029547,2016-08-24,0,20.0,4.14,0.0,1,1,1,0.9998412229127539,0.8999047337476522,Critical
T986009,C1063431,2016-09-15,2,210.0,13.12,0.0,1,1,1,0.9998411027877303,0.899904661672638,Critical
T858762,C1659749,2016-09-08,3,100.0,6.45,0.0,1,1,1,0.9998410574857611,0.8999046344914567,Critical
T767541,C5759762,2016-09-01,3,100.0,6.45,0.0,1,1,1,0.9998410574857611,0.8999046344914567,Critical
T482488,C1924314,2016-08-20,0,133.0,56.92,-0.5276532058835803,1,1,1,0.9998409697350117,0.899904581841007,Critical
T63270,C4620684,2016-08-02,2,30.0,14.97,-0.670478399654806,1,1,1,0.9998409118151723,0.8999045470891034,Critical
T475715,C6420765,2016-08-20,0,1145.0,24.96,0.7071067811865475,1,1,1,0.9998408756852094,0.8999045254111255,Critical
T316705,C2417617,2016-08-15,0,735.0,7.28,0.0,1,1,1,0.999840560360124,0.8999043362160744,Critical
T767548,C2580760,2016-09-01,1,280.0,41.86,0.0,1,1,1,0.9998402916277098,0.8999041749766259,Critical
T1044459,C1242937,2016-09-18,1,1701.0,158.82,0.0,1,1,1,0.9998401770997072,0.8999041062598243,Critical
T246890,C2617516,2016-08-12,3,1198.0,101.4,0.0,1,1,1,0.9998401495781605,0.8999040897468962,Critical
T35256,C4121577,2016-09-27,2,6594.0,1784.98,0.7071067811865476,1,1,1,0.9998400782291422,0.8999040469374853,Critical
T641182,C2532354,2016-08-29,1,3000.0,314.05,0.0,1,1,1,0.9998399171967018,0.8999039503180211,Critical
T988158,C2542191,2016-09-15,4,920.0,7.61,0.0,1,1,1,0.9998395481781468,0.8999037289068881,Critical
T245888,C8832342,2016-08-12,0,455.0,52.64,-0.7071067811865476,1,1,1,0.9998395196194171,0.8999037117716502,Critical
T279406,C2013423,2016-08-11,0,186.0,31.94,0.7071067811865475,1,1,1,0.999839493631265,0.899903696178759,Critical
T479184,C1742070,2016-08-20,0,120.0,29.87,0.0,1,1,1,0.9998393475433102,0.8999036085259862,Critical
T598572,C7662647,2016-08-25,0,2489.0,35.36,0.0,1,1,1,0.9998388424919136,0.8999033054951482,Critical
T537067,C2331017,2016-08-22,3,100.0,97.95,-0.7071067811865475,1,1,1,0.9998385949140957,0.8999031569484575,Critical
T218697,C5829053,2016-08-07,0,20.0,25.72,0.0,1,1,1,0.9998384637985012,0.8999030782791007,Critical
T841926,C4013025,2016-09-04,1,100.0,0.36,-0.7071067811865475,1,1,1,0.9998384037155366,0.8999030422293219,Critical
T685943,C8013032,2016-08-30,1,100.0,0.36,-0.7071067811865476,1,1,1,0.9998382152133091,0.8999029291279854,Critical
T543259,C1063837,2016-08-23,0,1211.3,191.52,0.0,1,1,1,0.9998381395166865,0.8999028837100118,Critical
T561567,C9013167,2016-08-27,0,1102.0,1059.34,0.0,1,1,1,0.9998381194384376,0.8999028716630626,Critical
T62947,C7731361,2016-08-02,0,360.0,7.86,0.0,1,1,1,0.9998379890708747,0.8999027934425248,Critical
T370560,C1517681,2016-08-13,2,1648.0,82.56,0.7071067811865476,1,1,1,0.999837926263876,0.8999027557583257,Critical
T838183,C2578711,2016-09-04,0,490.0,2.65,0.0,1,1,1,0.9998378956402388,0.8999027373841433,Critical
T63861,C2464389,2016-08-02,3,13.0,8.23,0.0,1,1,1,0.9998378184161372,0.8999026910496823,Critical
T399609,C5624930,2016-08-18,2,2038.0,39.0,0.0,1,1,1,0.9998378151373902,0.8999026890824342,Critical
T711219,C7432164,2016-09-03,0,7206.0,112.85,0.0,1,1,1,0.9998377482326968,0.899902648939618,Critical
T64421,C6135339,2016-08-02,0,219.0,8.73,0.0,1,1,1,0.9998373966770708,0.8999024380062424,Critical
T624399,C3531754,2016-08-28,1,514.0,67.98,0.0,1,1,1,0.9998372745061802,0.8999023647037081,Critical
T921746,C5420870,2016-09-11,2,1640.0,87.24,0.0,1,1,1,0.999837265905469,0.8999023595432813,Critical
T709757,C3439185,2016-09-03,1,1019.0,49.52,0.7071067811865476,1,1,1,0.9998370870882178,0.8999022522529307,Critical
T769405,C5698833,2016-09-01,2,400.0,7.18,0.0,1,1,1,0.9998369311911892,0.8999021587147136,Critical
T537549,C2433280,2016-08-22,0,35.0,7.32,0.0,1,1,1,0.9998367235345544,0.8999020341207327,Critical
T725882,C7542728,2016-09-02,0,3700.0,503.8,1.1144125430288245,1,1,1,0.9998366501580956,0.8999019900948573,Critical
T100882,C8613044,2016-08-06,4,100.0,0.36,-0.7071067811865475,1,1,1,0.9998364442917591,0.8999018665750553,Critical
T228568,C5635429,2016-08-07,0,755.0,447.7,0.7071067811865475,1,1,1,0.9998363275916832,0.8999017965550098,Critical
T900950,C2836118,2016-09-07,1,5000.0,90.75,0.0,1,1,1,0.9998363123046712,0.8999017873828026,Critical
T154547,C9027684,2016-08-04,4,300.0,9.4,-0.7071067811865475,1,1,1,0.9998362942674717,0.8999017765604829,Critical
T789541,C3858138,2016-09-05,1,2000.0,404.62,0.0,1,1,1,0.9998362483085269,0.8999017489851162,Critical
T433594,C3836791,2016-08-16,0,500.0,0.19,0.0,1,1,1,0.9998361947239431,0.8999017168343659,Critical
T837458,C7031868,2016-09-04,3,21.0,11.39,0.0,1,1,1,0.9998358265252091,0.8999014959151255,Critical
T560149,C4433125,2016-08-27,0,262.0,0.83,-0.7071067811865476,1,1,1,0.9998357341755275,0.8999014405053165,Critical
T598550,C5429434,2016-08-25,0,2000.0,863.91,0.7071067811865475,1,1,1,0.9998357116462487,0.8999014269877492,Critical
T849662,C7014541,2016-09-09,0,345.0,38.6,-0.7071067811865475,1,1,1,0.9998356848951433,0.899901410937086,Critical
T345501,C1042918,2016-08-14,0,29.0,0.17,0.0,1,1,1,0.9998355741456927,0.8999013444874155,Critical
T456477,C2541668,2016-08-21,2,125.0,7.33,0.0,1,1,1,0.9998355689809276,0.8999013413885566,Critical
T63448,C3640344,2016-08-02,2,153.0,50.31,-0.7071067811865475,1,1,1,0.9998352537606725,0.8999011522564035,Critical
T197772,C8337626,2016-08-08,1,500.0,148.98,-0.7071067811865475,1,1,1,0.9998352259243086,0.8999011355545852,Critical
T198703,C1537663,2016-08-08,1,500.0,148.98,-0.7071067811865476,1,1,1,0.9998352259243086,0.8999011355545852,Critical
T971342,C3940174,2016-09-10,0,250.0,96.74,0.0,1,1,1,0.9998352073944111,0.8999011244366466,Critical
T61595,C6563031,2016-08-02,2,100.0,14.16,0.0,1,1,1,0.9998349068807851,0.8999009441284711,Critical
T307719,C2830885,2016-08-10,4,50.0,71.02,-0.7071067811865476,1,1,1,0.9998348617573525,0.8999009170544114,Critical
T567911,C1615368,2016-08-27,0,50.0,78.84,-0.7071067811865475,1,1,1,0.9998348552700973,0.8999009131620583,Critical
T624693,C2840885,2016-08-28,0,260.08,0.95,0.0,1,1,1,0.9998345763280163,0.8999007457968098,Critical
T973201,C8927662,2016-09-10,1,640.62,122.36,0.0,1,1,1,0.9998343789535404,0.8999006273721242,Critical
T130561,C6211411,2016-08-05,4,264.0,64.57,-0.7071067811865476,1,1,1,0.9998343214625076,0.8999005928775046,Critical
T363305,C5836085,2016-08-13,1,280.0,15.53,0.0,1,1,1,0.99983408545713,0.8999004512742781,Critical
T362853,C3136021,2016-08-13,1,280.0,15.53,0.0,1,1,1,0.99983408545713,0.8999004512742781,Critical
T373406,C5836080,2016-08-13,1,280.0,15.53,0.0,1,1,1,0.99983408545713,0.8999004512742781,Critical
T106745,C4327017,2016-08-06,1,322.0,12.54,0.0,1,1,1,0.99983408545713,0.8999004512742781,Critical
T710359,C7936319,2016-09-03,1,1314.32,94.35,1.1380506335725598,1,1,1,0.9998340848486055,0.8999004509091633,Critical
T371457,C2836885,2016-08-13,1,300.0,56.68,0.0,1,1,1,0.9998340450152665,0.89990042700916,Critical
T972172,C5134981,2016-09-10,0,250.0,15.91,0.0,1,1,1,0.9998335797570875,0.8999001478542525,Critical
T198984,C8976425,2016-08-08,0,101.15,15.43,0.0,1,1,1,0.9998335187791288,0.8999001112674774,Critical
T197789,C1176445,2016-08-08,0,101.15,15.43,0.0,1,1,1,0.9998335187791288,0.8999001112674774,Critical
T595245,C2134189,2016-08-25,1,1600.0,285.82,0.0,1,1,1,0.9998334409428581,0.8999000645657149,Critical
T321259,C8113514,2016-08-15,2,481.85,45.85,0.7071067811865475,1,1,1,0.9998334356245082,0.8999000613747048,Critical
T219125,C7110318,2016-08-07,0,164.0,32.98,0.0,1,1,1,0.9998333017482135,0.8998999810489281,Critical
T199657,C2223952,2016-08-08,0,10.0,0.29,0.0,1,1,1,0.9998330985743248,0.8998998591445948,Critical
T504827,C8669414,2016-08-19,0,200.0,11.43,0.0,1,1,1,0.9998330294505993,0.8998998176703594,Critical
T837068,C1518589,2016-09-04,0,4680.0,54.22,0.0,1,1,1,0.9998329641167852,0.8998997784700711,Critical
T453195,C5521052,2016-08-21,1,175.0,97.29,-0.7071067811865476,1,1,1,0.9998329220007338,0.8998997532004402,Critical
T983824,C7926459,2016-09-15,1,164.0,3.11,0.0,1,1,1,0.9998328775745726,0.8998997265447435,Critical
T361673,C6383981,2016-08-13,0,2040.0,881.39,0.0,1,1,1,0.9998328002689654,0.8998996801613792,Critical
T418978,C6041643,2016-08-17,0,351.0,64.07,-0.4543732938329098,1,1,1,0.9998327973828007,0.8998996784296804,Critical
T710742,C2813185,2016-09-03,0,170.0,196.73,0.0,1,1,1,0.9998326756808785,0.8998996054085271,Critical
T708431,C3313130,2016-09-03,0,174.0,196.73,0.0,1,1,1,0.9998326756808785,0.8998996054085271,Critical
T484788,C2221787,2016-08-20,3,426.0,24.75,0.7071067811865475,1,1,1,0.999832306777912,0.8998993840667471,Critical
T1045121,C6334746,2016-09-18,0,175.0,99.35,0.0,1,1,1,0.999832167804891,0.8998993006829346,Critical
T82861,C7631381,2016-08-01,0,535.0,7.86,0.0,1,1,1,0.999832114172544,0.8998992685035263,Critical
T201474,C1131389,2016-08-08,0,508.0,7.86,0.0,1,1,1,0.999832114172544,0.8998992685035263,Critical
T347148,C4333646,2016-08-14,0,1856.0,719.64,0.7071067811865475,1,1,1,0.999831860818594,0.8998991164911563,Critical
T566370,C4680485,2016-08-27,2,777.0,435.73,0.0,1,1,1,0.9998317249029566,0.8998990349417739,Critical
T607504,C2331880,2016-08-26,3,100.0,137.84,-0.7071067811865476,1,1,1,0.9998316316140475,0.8998989789684284,Critical
T540810,C7423743,2016-08-22,1,345.0,64.43,0.0,1,1,1,0.9998314604083004,0.8998988762449802,Critical
T486850,C2733211,2016-08-20,1,420.0,70.17,0.0,1,1,1,0.9998313184363816,0.899898791061829,Critical
T220830,C3235867,2016-08-07,1,1000.0,159.17,0.0,1,1,1,0.9998313067651736,0.8998987840591042,Critical
T227907,C2052732,2016-08-07,3,2500.0,83.56,0.0,1,1,1,0.9998312650335877,0.8998987590201526,Critical
T514513,C8665921,2016-08-24,1,39.0,6.13,0.0,1,1,1,0.9998311853844473,0.8998987112306682,Critical
T789534,C6132120,2016-09-05,0,290.0,172.63,-0.549929763359854,1,1,1,0.9998309778244941,0.8998985866946965,Critical
T986781,C7485576,2016-09-15,3,37.0,5.63,0.0,1,1,1,0.9998309720719366,0.8998985832431619,Critical
T389725,C6023116,2016-08-18,4,299.0,0.78,0.0,1,1,1,0.9998308391616751,0.8998985034970051,Critical
T711404,C9022657,2016-09-03,0,400.0,15.58,-0.8320502943378437,1,1,1,0.9998305958099378,0.8998983574859627,Critical
T22126,C7638792,2016-09-22,1,5184.0,393.87,0.7071067811865476,1,1,1,0.9998304176452024,0.8998982505871214,Critical
T63159,C6692232,2016-08-02,0,290.0,28.37,0.0,1,1,1,0.9998303807353756,0.8998982284412254,Critical
T559953,C3327352,2016-08-27,1,775.0,158.7,0.0,1,1,1,0.9998302318510591,0.8998981391106355,Critical
T923595,C3590284,2016-09-11,1,499.0,175.8,0.0,1,1,1,0.9998298559786599,0.8998979135871958,Critical
T767900,C8198831,2016-09-01,1,699.0,7.18,0.0,1,1,1,0.9998296482770707,0.8998977889662423,Critical
T481591,C9025268,2016-08-20,4,650.0,71.77,0.0,1,1,1,0.999829590586236,0.8998977543517415,Critical
T923674,C4656240,2016-09-11,0,348.0,4.0,0.0,1,1,1,0.9998295577794791,0.8998977346676875,Critical
T619043,C8212145,2016-08-28,0,1366.0,1106.08,0.0,1,1,1,0.9998295147711768,0.899897708862706,Critical
T82888,C8419475,2016-08-01,0,100.0,7.96,0.0,1,1,1,0.9998293879092044,0.8998976327455226,Critical
T537413,C5118052,2016-08-22,0,100.0,3.12,0.0,1,1,1,0.9998293879092044,0.8998976327455226,Critical
T726587,C8838315,2016-09-02,0,400.0,62.59,-0.7071067811865475,1,1,1,0.9998292554945934,0.8998975532967561,Critical
T841921,C5610033,2016-09-04,1,235.0,13.18,0.0,1,1,1,0.9998291023391291,0.8998974614034774,Critical
T35935,C5410462,2016-09-26,4,400.0,16.88,0.0,1,1,1,0.9998291000532176,0.8998974600319305,Critical
T43926,C3432927,2016-08-03,0,10.0,2.93,-0.7071067811865475,1,1,1,0.999829095134563,0.8998974570807377,Critical
T368808,C4523891,2016-08-13,2,246.0,205.92,0.0,1,1,1,0.9998287417535484,0.899897245052129,Critical
T548154,C1115882,2016-08-23,1,109.0,40.92,0.7071067811865475,1,1,1,0.9998279113632225,0.8998967468179335,Critical
T624406,C6129135,2016-08-28,2,5000.0,75.92,0.7071067811865475,1,1,1,0.9998278719612682,0.899896723176761,Critical
T710584,C4711343,2016-09-03,0,650.0,190.21,0.0,1,1,1,0.9998278513297727,0.8998967107978635,Critical
T709098,C1841174,2016-09-03,2,192.0,81.86,0.0,1,1,1,0.9998278323097459,0.8998966993858475,Critical
T650704,C1267259,2016-08-29,1,1638.0,384.44,0.0,1,1,1,0.9998277572712535,0.899896654362752,Critical
T647178,C9067260,2016-08-29,1,1577.0,384.44,0.0,1,1,1,0.9998277572712535,0.899896654362752,Critical
T219118,C3846241,2016-08-07,3,2492.0,2.63,0.0,1,1,1,0.999827748554815,0.899896649132889,Critical
T484791,C4925613,2016-08-20,1,230.0,60.42,0.0,1,1,1,0.9998277245048649,0.8998966347029189,Critical
T485231,C8221616,2016-08-20,3,200.0,25.5,0.0,1,1,1,0.9998272399113959,0.8998963439468375,Critical
T972804,C2537955,2016-09-10,0,349.0,247.68,0.0,1,1,1,0.9998267928094856,0.8998960756856913,Critical
T370564,C1631418,2016-08-13,2,5994.0,10.16,0.0,1,1,1,0.9998267377777237,0.8998960426666343,Critical
T859495,C6834727,2016-09-08,2,1200.0,22.66,0.7071067811865475,1,1,1,0.9998266128080568,0.8998959676848342,Critical
T456179,C3131886,2016-08-21,3,57.0,78.68,0.0,1,1,1,0.9998264536549946,0.8998958721929966,Critical
T848980,C5084051,2016-09-09,4,100.0,4.28,0.0,1,1,1,0.9998261868572331,0.8998957121143398,Critical
T852108,C6718034,2016-09-09,3,120.0,3.12,0.0,1,1,1,0.9998260474542094,0.8998956284725257,Critical
T900944,C8239282,2016-09-07,2,200.0,0.61,0.0,1,1,1,0.9998258226041855,0.8998954935625112,Critical
T482537,C5210863,2016-08-20,0,323.0,51.14,-0.7071067811865476,1,1,1,0.9998254208161211,0.8998952524896726,Critical
T198102,C4440564,2016-08-08,0,10.0,13.67,0.0,1,1,1,0.9998254195367496,0.8998952517220498,Critical
T227310,C2236649,2016-08-07,4,120.0,90.53,0.0,1,1,1,0.9998254083736103,0.8998952450241662,Critical
T169491,C8012916,2016-08-09,1,30.0,1.26,0.0,1,1,1,0.9998254025069737,0.8998952415041841,Critical
T486199,C6632822,2016-08-20,1,346.0,7.88,0.0,1,1,1,0.9998253369514163,0.8998952021708497,Critical
T788325,C1928568,2016-09-06,3,30.0,10.9,-0.7071067811865475,1,1,1,0.9998252580161017,0.899895154809661,Critical
T840996,C2061053,2016-09-04,0,106.0,80.56,0.0,1,1,1,0.9998251488148658,0.8998950892889195,Critical
T362046,C7734559,2016-08-13,0,450.0,10.11,0.7071067811865475,1,1,1,0.9998250740119344,0.8998950444071607,Critical
T204781,C4315261,2016-08-08,3,180.0,14.28,0.7071067811865476,1,1,1,0.9998250208163671,0.8998950124898202,Critical
T538145,C8620368,2016-08-22,0,620.0,268.09,-0.7071067811865476,1,1,1,0.9998249790682687,0.8998949874409612,Critical
T484801,C3719568,2016-08-20,1,300.0,71.1,0.0,1,1,1,0.9998248909189359,0.8998949345513616,Critical
T768260,C8440018,2016-09-01,4,371.0,17.44,0.0,1,1,1,0.9998247045714002,0.89989482274284,Critical
T153643,C8973636,2016-08-04,4,175.0,27.25,0.0,1,1,1,0.9998245471973581,0.8998947283184149,Critical
T217744,C5946213,2016-08-07,2,2154.0,2.63,0.0,1,1,1,0.999824397478413,0.8998946384870479,Critical
T346179,C9037690,2016-08-14,1,303.0,0.04,0.0,1,1,1,0.9998242850241269,0.8998945710144761,Critical
T837665,C6412841,2016-09-04,3,50.0,89.37,0.0,1,1,1,0.999824232651887,0.8998945395911322,Critical
T595941,C8861592,2016-08-25,0,63034.0,4548.13,0.0,1,1,1,0.9998242204202196,0.8998945322521317,Critical
T205590,C4336946,2016-08-08,2,50.0,70.89,-0.7071067811865475,1,1,1,0.9998241462289317,0.8998944877373589,Critical
T838139,C1720040,2016-09-04,3,3000.0,206.78,0.0,1,1,1,0.9998241241889506,0.8998944745133703,Critical
T83840,C1432272,2016-08-01,0,300.0,0.9,0.0,1,1,1,0.9998236870984146,0.8998942122590488,Critical
T395765,C7212949,2016-08-18,4,23.87,24.41,-0.7071067811865476,1,1,1,0.9998233256004634,0.899893995360278,Critical
T837062,C1240117,2016-09-04,0,148.0,0.15,-0.7071067811865475,1,1,1,0.999823289344406,0.8998939736066436,Critical
T458815,C1851274,2016-08-21,0,2480.0,677.89,0.0,1,1,1,0.999823030706018,0.8998938184236107,Critical
T710966,C8829720,2016-09-03,3,265.0,37.33,0.0,1,1,1,0.9998228946792403,0.8998937368075441,Critical
T483755,C1628558,2016-08-20,4,30.0,45.34,0.0,1,1,1,0.9998227007540296,0.8998936204524177,Critical
T857492,C7935846,2016-09-08,2,686.0,50.83,0.0,1,1,1,0.9998226743246914,0.8998936045948147,Critical
T244270,C4151083,2016-08-12,3,350.0,33.99,0.0,1,1,1,0.9998225693031922,0.8998935415819154,Critical
T276798,C8732460,2016-08-11,0,680.0,118.23,0.0,1,1,1,0.9998224543102956,0.8998934725861774,Critical
T515392,C7320185,2016-08-24,2,1000.0,48.72,-0.7071067811865475,1,1,1,0.9998222655427708,0.8998933593256624,Critical
T603438,C4314954,2016-08-25,2,30.0,2.07,0.0,1,1,1,0.9998220792286052,0.899893247537163,Critical
T595996,C7114945,2016-08-25,2,30.0,2.07,0.0,1,1,1,0.9998220792286052,0.899893247537163,Critical
T598929,C9014949,2016-08-25,2,30.0,2.07,0.0,1,1,1,0.9998220792286052,0.899893247537163,Critical
T483741,C5740321,2016-08-20,4,30.0,40.35,0.0,1,1,1,0.9998220394962352,0.899893223697741,Critical
T175120,C5940811,2016-08-09,0,8650.0,1278.66,0.7071067811865476,1,1,1,0.9998219159855208,0.8998931495913125,Critical
T345822,C4935657,2016-08-14,1,100.0,70.04,-0.7071067811865476,1,1,1,0.999821906797993,0.8998931440787958,Critical
T65642,C4138776,2016-08-02,4,265.0,31.65,0.0,1,1,1,0.9998215644940507,0.8998929386964303,Critical
T857735,C2041268,2016-09-08,1,2500.0,450.27,0.7071067811865476,1,1,1,0.9998214036502068,0.899892842190124,Critical
T900584,C4116412,2016-09-07,0,1065.0,462.13,-0.7071067811865476,1,1,1,0.9998211642812653,0.8998926985687592,Critical
T484850,C7666222,2016-08-20,3,100.0,35.16,0.0,1,1,1,0.999821093302891,0.8998926559817346,Critical
T988619,C8619242,2016-09-15,3,500.0,28.41,0.0,1,1,1,0.999821075411628,0.8998926452469769,Critical
T709540,C7626082,2016-09-03,1,5120.0,212.9,0.0,1,1,1,0.9998209950334759,0.8998925970200855,Critical
T108055,C4612356,2016-08-06,3,444.0,0.54,0.0,1,1,1,0.999820985017226,0.8998925910103357,Critical
T567666,C3412744,2016-08-27,0,28.0,20.27,-0.7071067811865476,1,1,1,0.9998209141286024,0.8998925484771614,Critical
T294701,C2334768,2016-08-10,1,2583.0,22.66,0.7071067811865475,1,1,1,0.9998207553089721,0.8998924531853831,Critical
T366607,C4750629,2016-08-13,3,30.0,0.34,0.0,1,1,1,0.99982059586599,0.8998923575195941,Critical
T314256,C4827327,2016-08-15,0,500.0,158.7,0.7071067811865476,1,1,1,0.999820579265445,0.8998923475592671,Critical
T592816,C7018941,2016-08-26,0,30.0,4.05,-0.7071067811865476,1,1,1,0.9998203705791957,0.8998922223475174,Critical
T279625,C5313527,2016-08-11,0,780.0,54.01,0.0,1,1,1,0.9998203374936829,0.8998922024962097,Critical
T42433,C2095185,2016-08-03,4,200.0,15.03,0.0,1,1,1,0.9998201087518371,0.8998920652511022,Critical
T564987,C8831414,2016-08-27,1,2193.0,52.14,0.7071067811865476,1,1,1,0.9998196997640002,0.8998918198584,Critical
T921326,C6018382,2016-09-11,2,147.0,7.67,0.0,1,1,1,0.9998196958520237,0.8998918175112143,Critical
T107731,C4213154,2016-08-06,3,420.0,460.27,0.7071067811865475,1,1,1,0.9998194909221589,0.8998916945532953,Critical
