CustomerID,Recency,Frequency,Monetary,AccountBalance,Age,Gender,source,churn_prob,risk_tier
C2424360,26,1,3107.0,46783.17,34.9,M,india,0.9642209207283255,High risk
C6720920,26,1,50.0,104746.72,30.9,M,india,0.9642191279671366,High risk
C4637635,30,1,58.0,191416.67,31.3,M,india,0.9642191279671366,High risk
C4210528,29,1,60.0,109140.46,30.3,M,india,0.9642191279671366,High risk
C4628233,30,2,246.38,35866.49,32.6,M,india,0.9642140268309644,High risk
C7843624,26,1,378.0,65486.49,25.5,F,india,0.9642136549965238,High risk
C7317266,30,1,5.0,108665.56,33.6,M,india,0.9642071225262998,High risk
C1411420,26,1,295.0,478.52,25.6,M,india,0.9642020370600505,High risk
C8945871,26,1,250.0,5069.19,25.0,M,india,0.9642020370600505,High risk
C1027720,26,1,279.94,800.96,25.9,F,india,0.9642020370600505,High risk
C6521166,26,1,300.0,5154.67,25.1,M,india,0.9642020370600505,High risk
C6726742,26,1,249.0,1444.09,25.5,F,india,0.9642020370600505,High risk
C3034643,26,1,249.0,597.99,26.1,F,india,0.9642020370600505,High risk
C3139121,26,2,44593.35,5022.03,38.8,M,india,0.9642012085103165,High risk
C2042949,25,1,3903.0,46151.23,29.6,M,india,0.964196897316743,High risk
C8374720,25,1,4915.0,552823.04,27.1,M,india,0.9641959660659808,High risk
C8419518,30,2,795.0,5691.73,25.1,M,india,0.9641923023067718,High risk
C6538723,25,1,570.0,3132.07,29.9,M,india,0.9641857951663472,High risk
C4220257,1,1,674.0,2.34,25.6,M,india,0.9641841140561633,High risk
C4324313,26,2,10006.0,2910.52,20.2,M,india,0.964180189876206,High risk
C6576941,26,1,1354.0,16.15,23.7,M,india,0.9641745836075137,High risk
C5756273,26,2,1930.0,272058.12,43.5,M,india,0.9641700238643702,High risk
C8461411,26,1,116.0,148.35,30.2,M,india,0.9641679878141021,High risk
C3623145,25,1,2150.0,22.59,26.5,M,india,0.9641669661281194,High risk
C3929034,26,1,73.0,29.09,21.3,M,india,0.9641667610414193,High risk
C1311442,26,1,399.0,4210.13,30.1,M,india,0.9641664030403202,High risk
C6829271,30,1,25000.0,1971218.11,,F,india,0.964159679495168,High risk
C5739176,26,1,483.0,3150.82,37.8,M,india,0.9641552066622658,High risk
C4914278,26,1,522.0,2293.23,37.2,M,india,0.9641552066622658,High risk
C2937492,26,1,594.0,108.34,25.4,F,india,0.9641470394774402,High risk
C8054756,26,1,580.0,1727.55,,F,india,0.9641233693128369,High risk
C5112464,25,1,20433.66,1.53,27.3,M,india,0.9641206455774362,High risk
C6116781,25,2,2672.0,5437.37,23.4,M,india,0.9641168117891835,High risk
C2940115,30,1,50.0,36493.62,19.3,F,india,0.9641147149270501,High risk
C8940191,30,1,50.0,36493.62,19.3,F,india,0.9641147149270501,High risk
C2540146,30,1,50.0,36493.62,19.3,F,india,0.9641147149270501,High risk
C5116471,25,1,3130.0,114.39,28.2,F,india,0.9641084019687551,High risk
C7411766,25,1,629.8,18.36,36.8,M,india,0.9641071118793564,High risk
C2787534,26,1,399.0,66766.11,23.9,M,india,0.9640970953404582,High risk
C5842665,27,3,13183.0,128845.63,28.8,F,india,0.9640894376723974,High risk
C4124159,25,1,252.0,3037.27,24.5,F,india,0.9640854409726941,High risk
C8330985,25,1,1580.0,60600.2,48.6,M,india,0.9640782527238914,High risk
C7472570,26,2,2689.0,29995.85,25.0,F,india,0.964078077263101,High risk
C8182436,26,1,6787.0,8329.81,29.1,M,india,0.964077061043379,High risk
C8061282,26,2,1887.4299999999998,15231.67,40.4,M,india,0.9640769301085536,High risk
C3811022,26,1,300.0,40212.61,27.9,M,india,0.9640721240960627,High risk
C2931484,26,1,413.0,4847.08,21.8,F,india,0.9640717669534965,High risk
C3532512,26,1,9795.0,35986.92,27.3,M,india,0.9640678020070284,High risk
C7425736,26,1,6390.0,210.04,44.1,M,india,0.9640410557553758,High risk
C4312289,25,1,4405.0,55420.51,25.9,M,india,0.9640363376990247,High risk
C1668891,26,1,821.4,82.33,30.1,F,india,0.9640343069297445,High risk
C7938339,1,1,390.0,1556.83,29.0,M,india,0.9640324615229158,High risk
C8819584,26,1,392.0,1391.23,29.7,M,india,0.9640307018840157,High risk
C8529581,26,1,1090.97,43204.49,39.9,F,india,0.9640234630862838,High risk
C5722235,1,1,678.0,1296.38,34.7,M,india,0.9640181383277507,High risk
C4518455,26,1,1670.0,51722.33,35.4,M,india,0.9640179767931866,High risk
C7577515,26,1,53.0,182.75,24.6,M,india,0.9640171633738764,High risk
C4127871,26,2,600.0,137387.52,31.4,M,india,0.9640114616616233,High risk
C2520413,26,1,60.0,73145.8,30.1,F,india,0.9640057628749106,High risk
C8330120,26,1,297.0,631.86,39.2,M,india,0.964002266373077,High risk
C5737589,30,1,50.0,147512.35,30.2,F,india,0.9639982706762489,High risk
C9042269,30,1,28.0,130251.78,30.8,F,india,0.9639982706762489,High risk
C5141156,1,1,300.0,7.03,29.0,M,india,0.9639901193011564,High risk
C7541851,30,1,1500.0,10669.85,,,india,0.9639864828188078,High risk
C6540813,26,1,396.0,0.1,32.3,M,india,0.9639836850621643,High risk
C7610188,26,1,205.0,239.13,34.1,M,india,0.9639745816725583,High risk
C4439714,26,1,450.0,15159.15,31.5,M,india,0.9639731336312536,High risk
C3014369,25,1,4227.0,59159.99,23.0,F,india,0.9639687650469221,High risk
C2842413,26,1,552.0,0.65,28.2,M,india,0.9639684201400274,High risk
C5955955,25,1,840.0,21037.28,38.1,M,india,0.963963105978084,High risk
C4911291,26,1,44.93,263327.76,38.1,F,india,0.9639590037934502,High risk
C2433425,26,1,500.0,3775.96,33.0,M,india,0.9639492586773593,High risk
C1425944,26,1,395.0,4516.13,29.9,M,india,0.9639438743081005,High risk
C2821439,26,1,300.0,7834.24,26.1,M,india,0.9639384473517563,High risk
C1780839,26,1,300.0,10593.58,25.9,M,india,0.9639384473517563,High risk
C8717518,26,1,682.0,30677.26,26.1,M,india,0.9639309407819819,High risk
C5426660,26,1,672.83,9642.54,21.7,F,india,0.9639299084203631,High risk
C7064651,25,1,5348.0,63749.27,41.7,M,india,0.9639275054896899,High risk
C8113692,26,1,1620.0,223323.75,28.8,M,india,0.9639256500384586,High risk
C1094113,26,1,400.0,18138.05,27.7,M,india,0.9639252686737765,High risk
C2236337,26,1,1831.13,43383.89,29.5,F,india,0.9639146904157201,High risk
C2515445,26,1,2000.0,51.23,25.3,F,india,0.9639129210612469,High risk
C8328524,25,1,250.0,19698.91,25.6,M,india,0.9639091996851814,High risk
C5221587,25,1,250.0,19823.56,25.1,M,india,0.9639091996851814,High risk
C7034570,1,1,5967.34,1448.13,29.1,F,india,0.9639073182132879,High risk
C7430251,26,1,50.0,2.16,22.4,M,india,0.9639046131125857,High risk
C7910849,30,2,1774.59,2832.23,30.1,M,india,0.9638997691804206,High risk
C8319346,26,1,15228.0,238553.41,27.7,F,india,0.9638948500227923,High risk
C6136112,26,1,500.0,8350.44,33.5,M,india,0.9638879015609734,High risk
C8113890,25,1,320.0,3492.75,22.3,M,india,0.9638792766758985,High risk
C6338624,25,1,251.0,239.11,21.3,M,india,0.963878680392887,High risk
C4826890,26,1,6000.0,37110.26,39.5,M,india,0.9638763702378388,High risk
C7535625,26,1,14878.0,48056.57,39.8,M,india,0.9638763702378388,High risk
C4235672,26,1,9433.0,48056.57,39.8,M,india,0.9638763702378388,High risk
C1542468,26,1,2694.0,35175.62,31.7,M,india,0.9638754212078032,High risk
C5541880,25,1,2500.0,10669.85,,,india,0.9638752642185727,High risk
C3625534,26,1,590.72,1102.67,34.4,M,india,0.9638732989536994,High risk
C6724335,22,2,4352.0,473.56,40.8,F,india,0.9638729825446403,High risk
C5229389,25,1,400.0,14722.13,33.3,M,india,0.9638689004038196,High risk
C7613730,26,1,42.0,173447.62,23.2,F,india,0.9638640188463182,High risk
C5053611,30,1,4.62,226591.06,22.9,F,india,0.9638637843110228,High risk
C2127313,26,1,330.0,76.28,24.2,M,india,0.9638566298015274,High risk
C4810318,25,1,3352.0,92.82,24.5,M,india,0.9638470355033294,High risk
C3827020,30,2,272.0,60116.06,33.5,F,india,0.9638347709109212,High risk
C1276075,26,1,421.86,2954.32,30.8,M,india,0.9638336013938016,High risk
C1412166,26,1,250.0,37486.58,23.2,M,india,0.9638154015231551,High risk
C5926645,26,2,100.0,8887.71,26.9,F,india,0.9638123968038627,High risk
C2136056,26,1,215.0,50.1,24.7,M,india,0.9638089034178612,High risk
C1340937,25,1,252.0,13914.25,26.6,F,india,0.9638055871341964,High risk
C7466974,26,1,297.0,13511.37,27.3,M,india,0.9638055871341964,High risk
C4593357,26,1,5000.0,23.97,24.2,M,india,0.9637998129963876,High risk
C2932347,26,1,6829.0,28149.55,30.5,M,india,0.9637923240205712,High risk
C6759557,26,1,5738.5,155.83,30.3,M,india,0.9637905937205075,High risk
C8657533,26,1,220.0,8532.3,26.1,M,india,0.9637810389775678,High risk
C5973487,26,1,310.29,1756.68,28.2,M,india,0.9637803634124661,High risk
C6333680,26,2,30.0,2048.06,26.8,M,india,0.9637803341048858,High risk
C4912466,27,3,709.0,21705.1,27.0,F,india,0.9637800352637702,High risk
C4791084,26,1,2169.9,35639.27,31.8,M,india,0.9637687558233228,High risk
C5227212,26,1,2185.2,35102.45,30.2,F,india,0.9637687558233228,High risk
C5523017,27,2,639.0,25194.88,43.5,M,india,0.9637533285073419,High risk
C2418026,25,1,1890.0,44145.13,30.7,M,india,0.963747759242593,High risk
C5015876,27,2,2340.0,29634.39,26.3,M,india,0.9637304910656717,High risk
C3334938,29,1,356.0,1.46,42.8,M,india,0.9637303295284624,High risk
C5523035,25,1,480.0,1836.59,30.4,M,india,0.9637194558932669,High risk
C8519450,25,1,947.0,24108.25,32.3,M,india,0.9637191605377414,High risk
C2424545,26,1,1000.0,23444.9,31.9,M,india,0.9637191605377414,High risk
C7020930,30,1,17.0,28624.77,25.8,M,india,0.9637166733428226,High risk
C4139128,25,2,855.0,13865.95,43.8,M,india,0.9637121878581559,High risk
C2755119,26,1,1498.0,35235.59,32.0,M,india,0.9636945299820613,High risk
C8795112,26,1,58.06,37670.33,56.2,M,india,0.9636921726056659,High risk
C2032613,26,1,840.0,45929.79,40.8,M,india,0.963690116692363,High risk
C4966723,26,1,300.0,15190.86,24.8,M,india,0.9636877484153559,High risk
C5341088,26,1,3750.0,25889.63,30.3,M,india,0.9636630278308278,High risk
C7820913,26,1,168.0,5639.56,26.3,M,india,0.9636579105934979,High risk
C8811556,26,1,60.0,203.69,21.6,M,india,0.9636520803252633,High risk
C5729239,26,1,300.0,21340.64,23.3,F,india,0.9636513568293987,High risk
C8158072,26,1,631.0,26573.95,25.1,F,india,0.9636470457239797,High risk
C3018015,26,1,660.0,26390.53,27.2,M,india,0.9636470457239797,High risk
C5036956,26,1,675.0,26474.17,25.0,M,india,0.9636470457239797,High risk
C2086588,26,1,1565.0,33394.6,31.4,M,india,0.9636407311286667,High risk
C2234288,25,1,1651.0,36758.1,32.4,M,india,0.9636407311286667,High risk
C5018044,26,1,1853.0,44882.97,31.8,M,india,0.9636407311286667,High risk
C8078370,26,1,1571.0,38986.01,30.9,M,india,0.9636407311286667,High risk
C6514314,27,2,2094.0,26151.24,29.9,F,india,0.9636397913121413,High risk
C7066439,26,1,500.0,11524.41,31.3,M,india,0.9636350487377642,High risk
C4018221,30,2,568.41,51004.41,33.7,M,india,0.963631161331558,High risk
C4541254,26,1,671.0,66.22,50.3,F,india,0.9636200066817497,High risk
C6417211,30,2,970.0,12822.01,29.8,M,india,0.9636181854406515,High risk
C6181033,25,1,1000.73,34396.87,26.4,M,india,0.9636126563935336,High risk
C2014023,26,1,385.0,1148.27,21.2,M,india,0.9635909446670972,High risk
C7917475,26,1,300.0,16472.18,28.6,M,india,0.9635850905268174,High risk
C7935933,26,1,574.0,21326.21,25.7,F,india,0.9635844073182557,High risk
C8628020,27,1,6.57,150258.31,38.5,F,india,0.9635808821775024,High risk
C6528028,27,1,6.57,150258.31,38.5,F,india,0.9635808821775024,High risk
C6328046,27,1,6.48,150258.31,38.5,F,india,0.9635808821775024,High risk
C3928034,27,1,6.48,150258.31,38.5,F,india,0.9635808821775024,High risk
C3028090,27,1,2.0,150258.31,38.5,F,india,0.9635808821775024,High risk
C6428076,27,1,2.65,150258.31,38.5,F,india,0.9635808821775024,High risk
C7928012,27,1,6.48,150258.31,38.5,F,india,0.9635808821775024,High risk
C5228069,27,1,6.57,150258.31,38.5,F,india,0.9635808821775024,High risk
C4755471,26,1,703.5,280699.7,26.0,M,india,0.963579431652087,High risk
C4813920,26,1,1708.0,49412.4,29.2,M,india,0.9635608277706854,High risk
C4212290,25,1,250.0,5362.73,22.4,F,india,0.9635562659300572,High risk
C8129273,26,1,750.0,0.94,41.2,M,india,0.9635492354374166,High risk
C3526419,26,1,200.0,2316.33,21.9,M,india,0.9635475138936515,High risk
C1233153,26,1,300.0,12745.08,23.8,M,india,0.9635470320353072,High risk
C2028257,26,1,2080.0,63223.73,29.8,M,india,0.9635398289112981,High risk
C1772570,25,1,158.0,1611.91,24.3,F,india,0.9635396092700288,High risk
C8340225,27,2,299.0,1442.03,31.0,M,india,0.9635372960441511,High risk
C4025974,26,1,595.0,81921.5,28.1,F,india,0.963537183684363,High risk
C7026029,25,1,1127.0,34686.49,33.8,F,india,0.9635371072080767,High risk
C7336719,29,2,2350.73,33224.06,22.6,M,india,0.9635340050466765,High risk
C2661714,26,1,900.0,27761.77,31.4,F,india,0.9635313108224732,High risk
C8015360,25,1,1293.0,24.14,24.6,M,india,0.9635230776569025,High risk
C3674848,25,1,495.0,6754.82,34.7,F,india,0.96351458109547,High risk
C3141686,1,1,230.0,118.51,24.8,F,india,0.9635112043416992,High risk
C5112368,26,1,779.0,36856.82,24.1,M,india,0.96350674250445,High risk
C2142255,26,1,746.0,40868.08,24.8,M,india,0.96350674250445,High risk
C8295234,1,1,50.0,72382.65,32.3,M,india,0.9635039377789036,High risk
C6086860,26,1,50.0,114.69,22.0,F,india,0.963490541502594,High risk
C7921281,27,2,6886.8,1570516.71,36.5,M,india,0.9634864660264716,High risk
C2741130,22,1,3.24,128969.33,27.6,M,india,0.9634832826985876,High risk
C6537254,26,1,205.0,2890.73,27.4,M,india,0.9634709943713592,High risk
C2028588,30,2,57.0,2932.54,25.2,M,india,0.9634703774033719,High risk
C3835086,25,1,3877.0,46624.29,30.1,F,india,0.9634657515386488,High risk
C8528743,26,2,1697.0,11029.82,21.8,M,india,0.9634501172962373,High risk
C2828775,26,1,200.0,98.7,26.8,M,india,0.9634419934796267,High risk
C6315312,26,1,330.0,8234.4,34.0,M,india,0.9634288786778927,High risk
C5342125,1,1,270.0,86.12,28.1,M,india,0.9634272043850901,High risk
C2732485,26,1,1277.0,44176.95,22.1,F,india,0.9634217391401694,High risk
C1087179,26,1,1765.0,62584.04,32.5,M,india,0.963411026003679,High risk
C1115919,30,3,3845.0,27128.8,28.6,M,india,0.9634098119194934,High risk
C6244546,26,1,239.0,3.38,23.2,M,india,0.9634087414194887,High risk
C6925273,26,1,598.0,305.83,30.7,M,india,0.9634067016530563,High risk
C2429753,26,2,8080.0,110906.08,32.2,M,india,0.9634003348053842,High risk
C3178931,1,1,355.5,18137.62,35.7,M,india,0.963397199601902,High risk
C7716240,30,1,838.0,1195047.58,64.3,M,india,0.9633878135439512,High risk
C5415815,25,1,320.0,77.42,27.7,M,india,0.9633862521944802,High risk
C3030251,22,2,1294.0,6584.77,24.1,F,india,0.9633761712103629,High risk
C7977549,26,1,8.0,182.75,24.6,M,india,0.9633738511860872,High risk
C6133029,25,1,300.0,1914.33,35.9,M,india,0.9633565369102911,High risk
C5732922,26,1,300.0,5409.47,36.4,M,india,0.9633565369102911,High risk
C7331036,26,1,280.0,1027.4,35.8,M,india,0.9633565369102911,High risk
C1540826,26,1,35157.51,121515.45,,M,india,0.963352143376352,High risk
C8440817,26,1,35157.51,121515.45,,M,india,0.963352143376352,High risk
C4340835,26,1,35157.51,121515.45,,M,india,0.963352143376352,High risk
C2721621,1,1,2393.84,23.2,22.2,M,india,0.9633464978984967,High risk
C4720781,22,2,339.43,1096842.32,34.3,M,india,0.9633426319986615,High risk
C3837782,30,1,4.0,57216.24,26.9,M,india,0.9633265236037484,High risk
C7691058,26,1,1124.9,35639.27,31.8,M,india,0.9633086327533359,High risk
C2815280,30,2,2458.52,45704.08,29.8,F,india,0.963304757245504,High risk
C2325483,26,1,2603.0,4651.46,26.2,M,india,0.9633018745387346,High risk
C6529990,26,1,2007.25,4368.17,25.5,M,india,0.9633018745387346,High risk
C5725965,26,1,248.0,10605.27,30.0,M,india,0.9632996605613937,High risk
C5817568,27,2,591.8199999999999,6984.09,25.0,M,india,0.9632916493276139,High risk
C5638231,26,1,8472.0,37599.74,33.0,M,india,0.9632800518946535,High risk
C2473356,26,1,350.0,73531.16,27.9,F,india,0.9632729672248481,High risk
C7827586,26,1,460.0,19709.15,38.9,M,india,0.9632726024919908,High risk
C6637888,25,1,161.0,8658.22,24.0,M,india,0.9632713277337568,High risk
C8151869,26,1,1600.0,314144.92,29.0,M,india,0.9632694448770894,High risk
C1933792,26,1,308.0,1538.89,29.3,M,india,0.9632626450024634,High risk
C4439815,26,1,250.0,7567.79,29.3,M,india,0.9632626450024634,High risk
C3728025,25,1,213.0,910113.73,25.3,M,india,0.9632601468214395,High risk
C4110157,27,2,3302.0,22462.0,29.7,M,india,0.9632571764958214,High risk
C6885661,30,2,320.0,15287.15,28.6,F,india,0.9632455608025917,High risk
C8537259,27,2,4248.0,7660.06,32.8,F,india,0.9632443208788276,High risk
C6729785,26,1,997.0,39559.41,36.1,M,india,0.9632417404065721,High risk
C6427092,26,1,5070.0,57885.86,23.1,F,india,0.9632368362699631,High risk
C2340343,26,1,269.0,6404.34,33.0,M,india,0.9632309150320943,High risk
C5923759,25,1,175.0,227.76,28.8,F,india,0.9632041718013545,High risk
C3436262,25,2,2964.68,123120.93,26.3,M,india,0.9632026902949513,High risk
C2317734,30,1,15.0,41670.88,64.2,M,india,0.9631969045519302,High risk
C4198770,26,1,280.0,2431.7,43.0,M,india,0.9631908791675469,High risk
C5433222,26,1,204.0,29033.83,24.3,F,india,0.9631888613630815,High risk
C4437691,1,1,1990.0,67064.5,30.7,F,india,0.9631750131047523,High risk
C1440087,25,1,524.0,347.57,32.2,F,india,0.9631591511078748,High risk
C5623683,26,1,257.0,13629.03,22.6,M,india,0.9631529376170973,High risk
C3620087,29,2,2618.0,663.86,24.5,M,india,0.9631466484673341,High risk
C6714728,22,2,3339.0,26108.92,26.4,M,india,0.9631362243852112,High risk
C1477646,25,1,495.0,29547.81,40.5,F,india,0.9631324998567327,High risk
C2063120,26,1,250.0,1126.51,30.5,F,india,0.963109435964293,High risk
C6329347,27,2,177.0,66062.19,38.8,M,india,0.9631007795754584,High risk
C1795919,1,1,233.0,2782.78,45.4,M,india,0.9630909504079629,High risk
C5331434,25,1,230.42,945.49,46.3,M,india,0.9630909504079629,High risk
C5127826,26,1,281.88,5958.67,22.2,M,india,0.9630796241791999,High risk
C3718286,26,1,1010.0,20240.16,58.4,M,india,0.9630736152628654,High risk
C5718364,26,2,704.0,10575.44,31.0,M,india,0.9630721944492472,High risk
C1915971,26,1,590.0,221248.34,28.0,M,india,0.9630712785363214,High risk
C6734723,26,1,2568.5,3303.16,25.8,M,india,0.9630659085732249,High risk
C7857549,26,1,2800.0,2010.18,26.2,M,india,0.9630659085732249,High risk
C4239060,29,1,500.0,81.45,29.3,M,india,0.9630557938041308,High risk
C5860972,26,1,360.0,276.81,30.7,M,india,0.9630471399746521,High risk
C1355423,26,1,469.0,280699.7,26.0,M,india,0.9630469225110156,High risk
C3437138,26,1,500.0,490747.3,28.4,M,india,0.9630469225110156,High risk
C1219772,30,1,36.0,50843.85,29.1,F,india,0.9630460100265124,High risk
C2810541,27,2,35207.51,18961.2,40.1,F,india,0.9630435966376079,High risk
C7211144,26,1,416.0,386009.11,24.3,F,india,0.9630432527942739,High risk
C4541952,26,1,475.0,16.11,44.6,F,india,0.9630385696467381,High risk
C5025657,26,1,100.0,238.15,26.9,F,india,0.9630331993356164,High risk
C5229814,26,1,174.0,17005.16,27.9,M,india,0.9630319460575809,High risk
C2719464,26,1,2125.67,9805.02,27.3,F,india,0.9630319108262997,High risk
C7216426,26,1,20.0,45.96,20.5,F,india,0.9630274100357977,High risk
C8932242,26,1,1546.25,4729.0,25.4,M,india,0.9630227455355672,High risk
C1224216,26,1,350.0,23861.03,27.8,M,india,0.9630142430468983,High risk
C7017366,26,2,1022.0,20588.42,25.6,M,india,0.9630111971039694,High risk
C4720032,26,1,239.0,1177.84,30.3,F,india,0.9630092945953419,High risk
C4481289,25,1,2005.0,103.34,39.8,M,india,0.963008893440455,High risk
C3310819,1,1,750.0,43555.05,26.6,M,india,0.9630039389786911,High risk
C5814940,26,1,810.0,36524.94,25.1,M,india,0.9630039389786911,High risk
C5923251,26,1,258.0,3186.46,32.6,M,india,0.9630027997855437,High risk
C4540770,26,1,295.0,3207.55,33.4,M,india,0.9630027997855437,High risk
C8524564,25,2,1587.67,13125.03,60.6,M,india,0.9630008684676824,High risk
C1917813,26,1,2499.0,977.33,22.8,M,india,0.9629965825549281,High risk
C3528570,25,1,1247.01,109.15,26.1,F,india,0.9629707782122497,High risk
C7433031,26,1,19262.0,81653.15,38.4,M,india,0.9629701382263911,High risk
C1021331,26,1,220.0,5713.55,35.6,M,india,0.9629683660384906,High risk
C3134186,26,1,218.75,10186.47,45.1,M,india,0.9629674718021601,High risk
C8525430,26,1,1025.0,31801.19,39.1,M,india,0.9629483030488479,High risk
C2575257,25,1,900.0,90.83,25.8,M,india,0.9629413116830572,High risk
C5954988,25,1,280.0,10025.42,33.0,M,india,0.9629398937593753,High risk
C6918055,26,1,300.0,877.87,21.7,M,india,0.9629357071719582,High risk
C1927615,1,1,255.0,2526.64,22.1,F,india,0.9629357071719582,High risk
C1420877,26,1,718.6,32050.91,29.4,M,india,0.9629337102365776,High risk
C5027324,26,2,1950.0,35940.23,26.3,M,india,0.962933055058007,High risk
C7297058,25,1,300.0,11366.18,40.0,M,india,0.9629305225300826,High risk
C7516152,26,1,297.0,13722.42,35.5,M,india,0.9629305225300826,High risk
C2017277,26,1,260.0,11958.98,35.3,M,india,0.9629305225300826,High risk
C5880178,26,1,519.0,57286.92,21.5,M,india,0.9629195544468403,High risk
C4515756,26,1,110.0,4615.32,26.2,M,india,0.962902512511088,High risk
C2016769,25,1,2255.0,267238.83,42.2,M,india,0.9629014654108203,High risk
C8634937,26,1,2442.0,165351.78,48.0,F,india,0.9629014654108203,High risk
C3239019,26,1,1512.75,4840.65,23.5,M,india,0.9628989908141036,High risk
C2444918,26,1,2051.0,13041.49,25.1,M,india,0.9628958392514035,High risk
C7120864,1,1,2000.0,14377.54,26.2,M,india,0.9628958392514035,High risk
C7995950,26,1,655.0,21572.67,24.4,M,india,0.9628911433204311,High risk
C4338872,30,2,1940.0,36823.24,28.7,M,india,0.9628893961688635,High risk
C6631625,26,1,5959.0,59347.0,34.6,M,india,0.9628857045913196,High risk
C8411374,26,1,220.0,8176.44,31.9,M,india,0.9628855533388013,High risk
C6429389,29,1,5000.0,0.0,30.1,M,india,0.9628836885246121,High risk
C4326289,26,1,300.0,4751.2,30.9,M,india,0.96288059610526,High risk
C1733675,1,1,307.0,5728.25,30.2,M,india,0.96288059610526,High risk
C7210936,26,1,250.0,3445.05,30.1,M,india,0.96288059610526,High risk
C5129048,26,1,633.0,26855.19,29.7,F,india,0.962870366541216,High risk
C8691070,1,1,1003.0,158.81,31.3,M,india,0.9628533127824717,High risk
C5429372,1,1,228.0,5444.68,21.8,M,india,0.9628351124052466,High risk
C1675465,26,1,1601.57,0.0,41.6,F,india,0.9628306816882722,High risk
C6723071,26,1,285.0,10944.94,32.2,M,india,0.962817490319877,High risk
C4216473,25,1,306.0,10063.43,29.8,M,india,0.962817490319877,High risk
C8323319,30,1,47.0,91129.16,29.1,M,india,0.962816327460614,High risk
C6038471,25,1,755.0,45030.04,45.1,M,india,0.9628097426555247,High risk
C3714964,25,2,6874.0,6050.84,52.3,M,india,0.9628094464474511,High risk
C4140441,26,1,220.0,370947.09,28.6,F,india,0.9627987124778177,High risk
C4615954,26,1,209.0,5403.28,32.4,M,india,0.9627945574409137,High risk
C2124212,26,2,494.86,2781.87,24.5,F,india,0.9627855322626864,High risk
C3533655,26,1,1538.0,2705.75,25.7,F,india,0.9627850541303046,High risk
C8639238,26,1,850.0,56258.81,28.1,M,india,0.9627808224069069,High risk
C5115866,26,1,200.0,3047.2,26.4,F,india,0.9627761445952997,High risk
C8715859,26,1,200.0,3047.2,26.4,F,india,0.9627761445952997,High risk
C2321790,25,1,1560.2,306284.13,53.3,M,india,0.962770494490386,High risk
C3414658,25,1,1120.0,5778.78,26.4,M,india,0.9627699929291683,High risk
C4714433,30,2,7847.0,19025.4,39.1,M,india,0.9627570528989565,High risk
C8619980,25,1,651.0,34324.75,25.9,M,india,0.9627398882270498,High risk
C4861818,26,1,233.0,102710.93,24.5,M,india,0.9627388959856088,High risk
C4423936,26,1,3000.0,54208.76,55.4,M,india,0.9627386576004074,High risk
C7731083,1,1,1000.0,191.41,30.9,M,india,0.9627223472213645,High risk
C1388444,26,1,667.07,37247.49,37.6,M,india,0.9627128145172889,High risk
C3738811,25,1,3355.0,268418.29,41.1,F,india,0.9627121984100787,High risk
C1234386,30,1,23.96,501507.05,,M,india,0.9627115917007165,High risk
C3011613,30,1,48728.0,13827.81,54.5,M,india,0.9627095211114507,High risk
C8540990,1,1,1047.0,67084.47,30.0,M,india,0.9627076414941885,High risk
C4628156,26,1,249.0,23236.58,27.2,M,india,0.9627005674006727,High risk
C1428265,26,1,1390.0,8882.65,26.9,F,india,0.9626961714302137,High risk
C5124041,26,1,200.0,0.0,37.8,M,india,0.9626874731168366,High risk
C7244379,26,1,4000.0,1467.06,23.4,F,india,0.9626873705476883,High risk
C8411673,26,1,255.0,14961.81,30.5,M,india,0.9626806600936763,High risk
C3187312,26,1,150.0,7289.39,27.5,M,india,0.9626751654660047,High risk
C3370168,1,1,260.0,8044.39,22.0,M,india,0.9626631542134456,High risk
C9010048,26,2,163.0,204.15,26.4,F,india,0.9626620474057355,High risk
C7536216,1,1,1212.6,3113.28,24.6,F,india,0.9626610749289487,High risk
C3329633,26,1,1344.0,1389.97,23.7,M,india,0.962660534752194,High risk
C2711351,26,1,220.0,8176.44,31.9,M,india,0.9626553785396031,High risk
C7911327,26,1,220.0,8176.44,31.9,M,india,0.9626553785396031,High risk
C5031346,26,1,200.0,1916.0,24.3,M,india,0.9626550841687603,High risk
C2321074,26,1,200.0,2818.0,24.0,M,india,0.9626550841687603,High risk
C6911262,26,2,4632.0,77041.64,24.1,F,india,0.9626540503979603,High risk
C8322567,26,2,510.0,89.03,28.7,M,india,0.962653495021001,High risk
C8925087,26,1,790.0,28437.64,30.2,M,india,0.9626525919194628,High risk
C3939738,26,1,804.0,27887.92,32.4,M,india,0.9626525919194628,High risk
C1288337,26,1,608.0,0.62,35.5,M,india,0.962652311532215,High risk
C1825732,25,1,340.0,22248.71,25.6,M,india,0.9626451892168183,High risk
C3934226,29,2,1106.0,1664.98,44.4,M,india,0.9626408504363315,High risk
C6133732,26,1,350.0,20317.98,36.7,M,india,0.962614291880545,High risk
C8636943,25,2,445.0,43.28,25.4,M,india,0.9626074500068424,High risk
C5529264,26,1,1133.0,20041.79,,M,india,0.9626057729819862,High risk
C4416650,26,1,836.0,3204.21,,M,india,0.9625991132740908,High risk
C7242684,25,1,9341.0,307808.0,29.0,M,india,0.9625928614702294,High risk
C5549321,1,1,200.0,28.34,23.3,M,india,0.9625916827732449,High risk
